,मूल्यांकन,कृतज्ञता,कृतज्ञ,आभार (aabhaar),आभार (aabhaar),कृतज्ञ (kritagya),कृतज्ञ (kritagya),कृतज्ञता (kritagyata),धन्यवाद (dhanyavaad),धन्यवाद दिनु,प्रशंसा गर्नु (prashansa garnu),प्रशंसा (prashansa),मूल्यांकन गर्नु,ऋणी,कर्जदार,ऋणग्रस्तता,कर्जदारी,कर्तव्य,जिम्मेवारी,बाध्य,मजबूर,कर्तव्य,जिम्मेवारी,ऋण,ऋणी,ऋणीता,दायित्व,बाध्य,बाध्यता,ऋण बाँकी,ऋणी हुनु,ऋणी हुनु,ऋणी हुँदै,कर्ज हुनु,कर्ज बाँकी,माफ़ीहरू,माफ़ी,दुख,माफ गर्नुहोस्,मलाई माफ गर्नुहोस्,माफ गर,माफ़ी माग्ने,माफ़ी माग्नु
कर्ज हुनु,0.9914168149144401,0.992546649287998,0.9927992103713631,0.9942182162103941,0.9942182162103941,0.9914879720896167,0.9914879720896167,0.9914811374617372,0.9919746550723411,0.9927077252745959,0.9939732005137287,0.9924578509838984,0.9937417704329757,0.9930804053750966,0.9945367808940186,0.9918282324258401,0.9950268635943715,0.9895576010853843,0.9914408301825435,0.9942847148017308,0.9941318274835296,0.9895576010853843,0.9914408301825435,0.9917670610164409,0.9930804053750966,0.9934630292418903,0.991304795505769,0.9942847148017308,0.9935143586880056,0.9934222581065028,0.9975144086445791,0.9975144086445791,0.993207633314288,0.9999999999999989,0.9942365883268101,0.9944302177906108,0.9938594981079704,0.9876122947355337,0.9890816757783604,0.9871955386993033,0.9943518205612338,0.9933417931360051,0.9933417931360051
कर्ज बाँकी,0.9938314433534313,0.9964847239183299,0.9944534252871055,0.9944841533053038,0.9944841533053038,0.9916980034982679,0.9916980034982679,0.9917701452222175,0.9935907855205331,0.9954164560422644,0.9942577226181534,0.9923927238000807,0.9944618719007342,0.9957046678875299,0.9975054939088126,0.9958550768759012,0.9972395583280425,0.9932368382948468,0.99405239456339,0.9970260631356046,0.9955407684406765,0.9932368382948468,0.99405239456339,0.9936330756279455,0.9957046678875299,0.996225697010567,0.9949557776399974,0.9970260631356046,0.9955539820046799,0.9979014359209426,0.9945069577443805,0.9945069577443805,0.9952616416234237,0.9942365883268101,1.0000000000000002,0.9949327298524185,0.9971377916464738,0.9880991002583732,0.9911046237530113,0.9901152073691037,0.9965009277818707,0.9973906184679846,0.9973906184679846
माफ़ीहरू,0.9934876233145136,0.9938466252595495,0.9906475564421118,0.9924041014065885,0.9924041014065885,0.9896908352105954,0.9896908352105954,0.9895266314171544,0.9919515952461473,0.9953399032485926,0.9921092466818702,0.990204259727451,0.9924433782513717,0.9921852929544706,0.995975856111926,0.9940230249538375,0.9965993910674773,0.9893189976014498,0.9946588676301982,0.99411792658131,0.9926290202722386,0.9893189976014498,0.9946588676301982,0.9901564096266005,0.9921852929544706,0.9933415108045922,0.9922389684018217,0.99411792658131,0.9926619360531422,0.9940242236551601,0.9950007377665281,0.9950007377665281,0.9922993733145007,0.9944302177906108,0.9949327298524185,0.9999999999999999,0.9955367047454606,0.9869971111201921,0.989050212955378,0.9865014425112024,0.9947741222917954,0.994281296597801,0.994281296597801
माफ़ी,0.9939244429315613,0.9954640991518204,0.9942102380521752,0.9936737111555568,0.9936737111555568,0.9914427846613939,0.9914427846613939,0.9914893830128138,0.9930930819696892,0.9944822593562119,0.9944508325907228,0.9918947477976174,0.9948180058272703,0.9950454042244891,0.9963498675803362,0.9933851992434357,0.9962202151330116,0.9932393156726352,0.9943212873393819,0.9966529715227864,0.9955547980481323,0.9932393156726352,0.9943212873393819,0.9932832007087122,0.9950454042244891,0.9954264757068101,0.9944151825479166,0.9966529715227864,0.9953495320795247,0.9962830218515599,0.9942287482688872,0.9942287482688872,0.994667248817483,0.9938594981079704,0.9971377916464738,0.9955367047454606,0.9999999999999998,0.9882450482380221,0.9914439827777752,0.9895876573469595,0.9967656550316593,0.9978124483513994,0.9978124483513994
दुख,0.9855020926135439,0.9865660304839563,0.9860074637783723,0.9872460731409533,0.9872460731409533,0.9843913734564523,0.9843913734564523,0.9847451808080342,0.9864284663016766,0.9857836152339712,0.9883186698609285,0.9853670097304161,0.9879199224280905,0.9888053738024566,0.9883812945791106,0.9861216358919604,0.9877861485177566,0.9852921852599,0.986228280806191,0.9888675386485803,0.9869363409449882,0.9852921852599,0.986228280806191,0.988146323942711,0.9888053738024566,0.9889551295752932,0.9856320182629029,0.9888675386485803,0.9889194237243728,0.9897395192685949,0.9889965015675672,0.9889965015675672,0.988383287483577,0.9876122947355337,0.9880991002583732,0.9869971111201921,0.9882450482380221,0.9999999999999994,0.9851543453099468,0.9843551788933665,0.9883869038376685,0.9880838501885657,0.9880838501885657
माफ गर्नुहोस्,0.9869311307410147,0.9900166407028066,0.9893663414268021,0.98847051085097,0.98847051085097,0.9861118553200503,0.9861118553200503,0.9862673124744086,0.9875100705072427,0.9885112975191124,0.9906041953548145,0.9867505120476879,0.9917370387770528,0.9889720483132602,0.989575094055539,0.9867289719742405,0.989143181228315,0.9880074723952023,0.9861397376132067,0.9904726108324977,0.9896470098486503,0.9880074723952023,0.9861397376132067,0.9888057520378053,0.9889720483132602,0.9906184202832087,0.9874956716560932,0.9904726108324977,0.9891406713734849,0.9901698846684089,0.9896026192142385,0.9896026192142385,0.9907883697726827,0.9890816757783604,0.9911046237530113,0.989050212955378,0.9914439827777752,0.9851543453099468,0.9999999999999997,0.9977409795556822,0.9925586130296734,0.9939849365492123,0.9939849365492123
मलाई माफ गर्नुहोस्,0.9857888465737382,0.9887695837244256,0.9883189948594301,0.9875474480353951,0.9875474480353951,0.984638823857845,0.984638823857845,0.9851119658932135,0.9863860892311103,0.9869998372444511,0.9893961578688948,0.9861515825676967,0.9906819101390806,0.9884811782979344,0.9879127833716103,0.9855940664508603,0.9875241537937471,0.9874926331555421,0.9841234549201123,0.9888611350706724,0.9885992749861373,0.9874926331555421,0.9841234549201123,0.9882093890930469,0.9884811782979344,0.9902970118021207,0.9866845595997813,0.9888611350706724,0.9876874831234796,0.9892226017596956,0.9879344749831965,0.9879344749831965,0.9895459390879146,0.9871955386993033,0.9901152073691037,0.9865014425112024,0.9895876573469595,0.9843551788933665,0.9977409795556822,0.9999999999999996,0.9899872940841111,0.9927938844438774,0.9927938844438774
माफ गर,0.9918871688388433,0.9949340788954617,0.9943341629154128,0.9939995237735073,0.9939995237735073,0.9919415026112669,0.9919415026112669,0.9916795326608971,0.9921810696656675,0.9932175721679342,0.9940814555034743,0.9915733877612951,0.9944538900058821,0.994660739540692,0.9957459226451941,0.9922072311712831,0.9955467723624469,0.9929942325911414,0.9923914636486748,0.9957694268831884,0.9957496961494223,0.9929942325911414,0.9923914636486748,0.99375081503211,0.994660739540692,0.9951669860553713,0.9924620210592554,0.9957694268831884,0.9941328969289948,0.9956343958093926,0.9946459904334185,0.9946459904334185,0.9948784584866922,0.9943518205612338,0.9965009277818707,0.9947741222917954,0.9967656550316593,0.9883869038376685,0.9925586130296734,0.9899872940841111,0.9999999999999996,0.9968139754194152,0.9968139754194152
माफ़ी माग्ने,0.993108869024515,0.9960000724804399,0.9947034704037754,0.9939631086541862,0.9939631086541862,0.9913470419193396,0.9913470419193396,0.9915887184655805,0.993306120803032,0.9944207905133142,0.9949757668042521,0.9918760648509246,0.9957731479758819,0.9949909928360081,0.9958733172112404,0.9931846732538235,0.9955659490253774,0.9936399300302426,0.9930439401169299,0.9964203677393018,0.9957747513053887,0.9936399300302426,0.9930439401169299,0.9938572566595532,0.9949909928360081,0.9960556296775639,0.9944593989904311,0.9964203677393018,0.9953530016273876,0.9965522945371019,0.9942016359371709,0.9942016359371709,0.9957465976972565,0.9933417931360051,0.9973906184679846,0.994281296597801,0.9978124483513994,0.9880838501885657,0.9939849365492123,0.9927938844438774,0.9968139754194152,0.9999999999999992,0.9999999999999992
माफ़ी माग्नु,0.993108869024515,0.9960000724804399,0.9947034704037754,0.9939631086541862,0.9939631086541862,0.9913470419193396,0.9913470419193396,0.9915887184655805,0.993306120803032,0.9944207905133142,0.9949757668042521,0.9918760648509246,0.9957731479758819,0.9949909928360081,0.9958733172112404,0.9931846732538235,0.9955659490253774,0.9936399300302426,0.9930439401169299,0.9964203677393018,0.9957747513053887,0.9936399300302426,0.9930439401169299,0.9938572566595532,0.9949909928360081,0.9960556296775639,0.9944593989904311,0.9964203677393018,0.9953530016273876,0.9965522945371019,0.9942016359371709,0.9942016359371709,0.9957465976972565,0.9933417931360051,0.9973906184679846,0.994281296597801,0.9978124483513994,0.9880838501885657,0.9939849365492123,0.9927938844438774,0.9968139754194152,0.9999999999999992,0.9999999999999992
