,aprezê,aprezéi,apreziament,apreziamènt,grato,grèz,gratitùdin,gratitudine,gratitùdin,gratitudine,grazi,grâzi,grato,grèz,gratitùdin,gratitudine,débit,débit,débit,débiti,obligaziån,obligaziòun,obligâ,obligê,obligaziån,obligaziòun,dvé,dvê,débitê,débitêr,scusévol,scusévol,scüse,scuse,scusê,scusèr,scüsa,scusa,scüsem,scusem,pardunèm,pardunem,dispièśer,dispiêṣer,spiàṣa,spiêṣa
scüse,0.9960120714876288,0.9948119196533345,0.9944100890443937,0.9944100890443937,0.9953530731947445,0.9953693247158366,0.9875125750118589,0.9930020593808795,0.9875125750118589,0.9930020593808795,0.9941120134146442,0.9941120134146442,0.9953530731947445,0.9953693247158366,0.9875125750118589,0.9930020593808795,0.967331462886777,0.967331462886777,0.967331462886777,0.9931759987335593,0.9932629912000738,0.9907760231763734,0.9889363584273384,0.988140547226239,0.9932629912000738,0.9907760231763734,0.9837337564082314,0.9837337564082314,0.9942944169473886,0.9945290483992277,0.9972366914060171,0.9972366914060171,0.9999999999999994,0.9999999999999994,0.9999999999999994,0.9977818740767737,0.9975942774893084,0.9975942774893084,0.9962865647103856,0.9962865647103856,0.9944858462494379,0.9944858462494379,0.9953150091683881,0.9953150091683881,0.9943809481784895,0.996398081093933
scuse,0.9960120714876288,0.9948119196533345,0.9944100890443937,0.9944100890443937,0.9953530731947445,0.9953693247158366,0.9875125750118589,0.9930020593808795,0.9875125750118589,0.9930020593808795,0.9941120134146442,0.9941120134146442,0.9953530731947445,0.9953693247158366,0.9875125750118589,0.9930020593808795,0.967331462886777,0.967331462886777,0.967331462886777,0.9931759987335593,0.9932629912000738,0.9907760231763734,0.9889363584273384,0.988140547226239,0.9932629912000738,0.9907760231763734,0.9837337564082314,0.9837337564082314,0.9942944169473886,0.9945290483992277,0.9972366914060171,0.9972366914060171,0.9999999999999994,0.9999999999999994,0.9999999999999994,0.9977818740767737,0.9975942774893084,0.9975942774893084,0.9962865647103856,0.9962865647103856,0.9944858462494379,0.9944858462494379,0.9953150091683881,0.9953150091683881,0.9943809481784895,0.996398081093933
scusê,0.9960120714876288,0.9948119196533345,0.9944100890443937,0.9944100890443937,0.9953530731947445,0.9953693247158366,0.9875125750118589,0.9930020593808795,0.9875125750118589,0.9930020593808795,0.9941120134146442,0.9941120134146442,0.9953530731947445,0.9953693247158366,0.9875125750118589,0.9930020593808795,0.967331462886777,0.967331462886777,0.967331462886777,0.9931759987335593,0.9932629912000738,0.9907760231763734,0.9889363584273384,0.988140547226239,0.9932629912000738,0.9907760231763734,0.9837337564082314,0.9837337564082314,0.9942944169473886,0.9945290483992277,0.9972366914060171,0.9972366914060171,0.9999999999999994,0.9999999999999994,0.9999999999999994,0.9977818740767737,0.9975942774893084,0.9975942774893084,0.9962865647103856,0.9962865647103856,0.9944858462494379,0.9944858462494379,0.9953150091683881,0.9953150091683881,0.9943809481784895,0.996398081093933
scusèr,0.9960175953936927,0.9952511789985321,0.9938989395167418,0.9938989395167418,0.9959907719295711,0.9962319753388037,0.9855450621669389,0.9913218743757657,0.9855450621669389,0.9913218743757657,0.9942915396522647,0.9942915396522647,0.9959907719295711,0.9962319753388037,0.9855450621669389,0.9913218743757657,0.9673569673589026,0.9673569673589026,0.9673569673589026,0.992659004695117,0.9937565058915716,0.9920046660969744,0.9910370317142222,0.9889031270401363,0.9937565058915716,0.9920046660969744,0.9864980934300664,0.9864980934300664,0.9934516272968772,0.993966950888749,0.9971295973977068,0.9971295973977068,0.9977818740767737,0.9977818740767737,0.9977818740767737,0.9999999999999996,0.9959820966149006,0.9959820966149006,0.9955619342086294,0.9955619342086294,0.9936730809908345,0.9936730809908345,0.9961483388206822,0.9961483388206822,0.9945933874439904,0.9958875437763038
scüsa,0.9947484835098241,0.9932997331117729,0.9931119886421641,0.9931119886421641,0.9952159443735755,0.9939156697172185,0.9859133627552826,0.9920397823932391,0.9859133627552826,0.9920397823932391,0.9942560416989858,0.9942560416989858,0.9952159443735755,0.9939156697172185,0.9859133627552826,0.9920397823932391,0.9668724186697468,0.9668724186697468,0.9668724186697468,0.9928900777454284,0.9924000387216672,0.9898897115455279,0.9877872702315668,0.9871370209712027,0.9924000387216672,0.9898897115455279,0.9822458858983114,0.9822458858983114,0.9932396352970392,0.9933734430971816,0.995910427287317,0.995910427287317,0.9975942774893084,0.9975942774893084,0.9975942774893084,0.9959820966149006,0.9999999999999999,0.9999999999999999,0.9961627337215037,0.9961627337215037,0.9941740635207306,0.9941740635207306,0.9934901163231825,0.9934901163231825,0.9945603030901871,0.9945450670500776
scusa,0.9947484835098241,0.9932997331117729,0.9931119886421641,0.9931119886421641,0.9952159443735755,0.9939156697172185,0.9859133627552826,0.9920397823932391,0.9859133627552826,0.9920397823932391,0.9942560416989858,0.9942560416989858,0.9952159443735755,0.9939156697172185,0.9859133627552826,0.9920397823932391,0.9668724186697468,0.9668724186697468,0.9668724186697468,0.9928900777454284,0.9924000387216672,0.9898897115455279,0.9877872702315668,0.9871370209712027,0.9924000387216672,0.9898897115455279,0.9822458858983114,0.9822458858983114,0.9932396352970392,0.9933734430971816,0.995910427287317,0.995910427287317,0.9975942774893084,0.9975942774893084,0.9975942774893084,0.9959820966149006,0.9999999999999999,0.9999999999999999,0.9961627337215037,0.9961627337215037,0.9941740635207306,0.9941740635207306,0.9934901163231825,0.9934901163231825,0.9945603030901871,0.9945450670500776
scüsem,0.9933619550833898,0.9929975872758979,0.9928283466777862,0.9928283466777862,0.9943803428042619,0.9946441420383609,0.984686877588327,0.990965981896027,0.984686877588327,0.990965981896027,0.9949493082904793,0.9949493082904793,0.9943803428042619,0.9946441420383609,0.984686877588327,0.990965981896027,0.9667160291525627,0.9667160291525627,0.9667160291525627,0.9912881142681862,0.9919023284048804,0.9893031233724838,0.9871846167751637,0.9867248473947795,0.9919023284048804,0.9893031233724838,0.9825530542790131,0.9825530542790131,0.9921349427799188,0.9921523490700415,0.9964260876009697,0.9964260876009697,0.9962865647103856,0.9962865647103856,0.9962865647103856,0.9955619342086294,0.9961627337215037,0.9961627337215037,0.9999999999999994,0.9999999999999994,0.9960230944786195,0.9960230944786195,0.9924686693377188,0.9924686693377188,0.9953439686934806,0.9940783305166171
scusem,0.9933619550833898,0.9929975872758979,0.9928283466777862,0.9928283466777862,0.9943803428042619,0.9946441420383609,0.984686877588327,0.990965981896027,0.984686877588327,0.990965981896027,0.9949493082904793,0.9949493082904793,0.9943803428042619,0.9946441420383609,0.984686877588327,0.990965981896027,0.9667160291525627,0.9667160291525627,0.9667160291525627,0.9912881142681862,0.9919023284048804,0.9893031233724838,0.9871846167751637,0.9867248473947795,0.9919023284048804,0.9893031233724838,0.9825530542790131,0.9825530542790131,0.9921349427799188,0.9921523490700415,0.9964260876009697,0.9964260876009697,0.9962865647103856,0.9962865647103856,0.9962865647103856,0.9955619342086294,0.9961627337215037,0.9961627337215037,0.9999999999999994,0.9999999999999994,0.9960230944786195,0.9960230944786195,0.9924686693377188,0.9924686693377188,0.9953439686934806,0.9940783305166171
pardunèm,0.9946201018432218,0.9946336164926353,0.9949235486043257,0.9949235486043257,0.9940439236089136,0.9945434552766107,0.9888017905814591,0.9934843959253624,0.9888017905814591,0.9934843959253624,0.9947076953394502,0.9947076953394502,0.9940439236089136,0.9945434552766107,0.9888017905814591,0.9934843959253624,0.9660418300035917,0.9660418300035917,0.9660418300035917,0.9921687316024039,0.9926785917087405,0.9901342503053558,0.9873709459964759,0.9872222004074723,0.9926785917087405,0.9901342503053558,0.982991960024165,0.982991960024165,0.9928699159449069,0.991566755021363,0.9953222060053372,0.9953222060053372,0.9944858462494379,0.9944858462494379,0.9944858462494379,0.9936730809908345,0.9941740635207306,0.9941740635207306,0.9960230944786195,0.9960230944786195,0.9999999999999991,0.9999999999999991,0.992323907033491,0.992323907033491,0.9928945924182995,0.9946154706352315
pardunem,0.9946201018432218,0.9946336164926353,0.9949235486043257,0.9949235486043257,0.9940439236089136,0.9945434552766107,0.9888017905814591,0.9934843959253624,0.9888017905814591,0.9934843959253624,0.9947076953394502,0.9947076953394502,0.9940439236089136,0.9945434552766107,0.9888017905814591,0.9934843959253624,0.9660418300035917,0.9660418300035917,0.9660418300035917,0.9921687316024039,0.9926785917087405,0.9901342503053558,0.9873709459964759,0.9872222004074723,0.9926785917087405,0.9901342503053558,0.982991960024165,0.982991960024165,0.9928699159449069,0.991566755021363,0.9953222060053372,0.9953222060053372,0.9944858462494379,0.9944858462494379,0.9944858462494379,0.9936730809908345,0.9941740635207306,0.9941740635207306,0.9960230944786195,0.9960230944786195,0.9999999999999991,0.9999999999999991,0.992323907033491,0.992323907033491,0.9928945924182995,0.9946154706352315
dispièśer,0.9956771125448405,0.9941639854046906,0.9935285554907949,0.9935285554907949,0.9951041789708592,0.9945118670036539,0.9854371474445327,0.9904903865537418,0.9854371474445327,0.9904903865537418,0.9920355992770832,0.9920355992770832,0.9951041789708592,0.9945118670036539,0.9854371474445327,0.9904903865537418,0.9667536967877697,0.9667536967877697,0.9667536967877697,0.991686656698052,0.9919522384897486,0.9900141005636036,0.9893754090969188,0.9877703684440395,0.9919522384897486,0.9900141005636036,0.9840575604822213,0.9840575604822213,0.9927476371958064,0.9952520083196144,0.9949025039517867,0.9949025039517867,0.9953150091683881,0.9953150091683881,0.9953150091683881,0.9961483388206822,0.9934901163231825,0.9934901163231825,0.9924686693377188,0.9924686693377188,0.992323907033491,0.992323907033491,1.0,1.0,0.9932427947018246,0.9947035630375413
dispiêṣer,0.9956771125448405,0.9941639854046906,0.9935285554907949,0.9935285554907949,0.9951041789708592,0.9945118670036539,0.9854371474445327,0.9904903865537418,0.9854371474445327,0.9904903865537418,0.9920355992770832,0.9920355992770832,0.9951041789708592,0.9945118670036539,0.9854371474445327,0.9904903865537418,0.9667536967877697,0.9667536967877697,0.9667536967877697,0.991686656698052,0.9919522384897486,0.9900141005636036,0.9893754090969188,0.9877703684440395,0.9919522384897486,0.9900141005636036,0.9840575604822213,0.9840575604822213,0.9927476371958064,0.9952520083196144,0.9949025039517867,0.9949025039517867,0.9953150091683881,0.9953150091683881,0.9953150091683881,0.9961483388206822,0.9934901163231825,0.9934901163231825,0.9924686693377188,0.9924686693377188,0.992323907033491,0.992323907033491,1.0,1.0,0.9932427947018246,0.9947035630375413
spiàṣa,0.9929545129960081,0.9928398484691499,0.9928087752119703,0.9928087752119703,0.9940813219260173,0.9938444630363295,0.9841917969520247,0.9910832796402007,0.9841917969520247,0.9910832796402007,0.9929405200458921,0.9929405200458921,0.9940813219260173,0.9938444630363295,0.9841917969520247,0.9910832796402007,0.9661261986934597,0.9661261986934597,0.9661261986934597,0.9922051391174076,0.9919047719697602,0.9898578550704096,0.9873928891427098,0.9867201750399587,0.9919047719697602,0.9898578550704096,0.9815734703548745,0.9815734703548745,0.9925630193521887,0.9920046973565417,0.9939774634380093,0.9939774634380093,0.9943809481784895,0.9943809481784895,0.9943809481784895,0.9945933874439904,0.9945603030901871,0.9945603030901871,0.9953439686934806,0.9953439686934806,0.9928945924182995,0.9928945924182995,0.9932427947018246,0.9932427947018246,1.0,0.9944579397054985
spiêṣa,0.9960893220696159,0.9952612331636779,0.9948437752754772,0.9948437752754772,0.9947645386155342,0.9959798587474796,0.9884165728566428,0.9933405731232245,0.9884165728566428,0.9933405731232245,0.9943712132828241,0.9943712132828241,0.9947645386155342,0.9959798587474796,0.9884165728566428,0.9933405731232245,0.9674905625949975,0.9674905625949975,0.9674905625949975,0.9939305235927318,0.9944027131163813,0.993059020515186,0.9896346596349914,0.9879368783909194,0.9944027131163813,0.993059020515186,0.9854638463727083,0.9854638463727083,0.993586915023547,0.9932100172354806,0.9955357253977954,0.9955357253977954,0.996398081093933,0.996398081093933,0.996398081093933,0.9958875437763038,0.9945450670500776,0.9945450670500776,0.9940783305166171,0.9940783305166171,0.9946154706352315,0.9946154706352315,0.9947035630375413,0.9947035630375413,0.9944579397054985,1.0000000000000004
